 Altitude (ft) , Speed (mph), Fuel (gal/hr)
491.9125,47.84558,1.390808
492.5982,47.84558,1.319597
489.4629,47.84558,1.420699
492.8627,47.84558,0.5986981
494.7338,47.84558,0.6839752
493.8713,47.22421,0.422869
482.0882,46.60284,0.2444024
482.7534,45.3601,0.2312153
484.504,42.87461,0.2197864
492.1384,42.25324,0.2206655
490.8719,37.90364,0.1907746
491.4586,37.28227,0.199566
492.2377,36.6609,0.1986869
494.729,36.03953,0.8791455
490.7469,37.28227,1.34773
492.5073,37.90364,1.36795
492.1396,38.52501,0.9468397
488.6229,38.52501,0.851892
490.6005,39.14639,0.7710106
489.7655,39.76776,0.7710106
490.5422,39.76776,0.9512354
496.7048,40.38913,1.095415
500.9701,41.0105,1.139373
507.9859,42.25324,1.311685
499.7834,42.87461,1.319597
491.1776,43.49598,1.301135
492.7784,43.49598,0.4703428
494.0744,44.11736,0.822001
493.1807,44.11736,0.9582686
494.0584,44.73873,1.01805
488.6613,44.73873,1.091899
487.4382,44.73873,1.133219
477.0851,45.3601,1.139373
475.7549,45.98147,1.107723
471.6688,45.3601,1.062008
469.6938,45.98147,0.525729
466.4858,45.98147,0.48353
466.954,45.98147,0.5055087
465.9702,45.3601,0.5116627
466.1035,45.3601,0.3156132
464.369,45.3601,0.3709994
464.3406,44.73873,0.8606834
462.9297,44.73873,0.8606834
462.905,45.3601,0.5169376
464.6361,45.3601,0.9565103
464.4892,45.98147,0.8791455
465.6242,45.98147,0.525729
464.2385,44.73873,0.2224238
463.4697,44.11736,0.9934344
466.806,44.11736,1.105965
464.1267,44.11736,1.242233
463.5626,45.98147,1.976319
463.8992,46.60284,2.066871
465.0242,47.84558,2.055442
463.9533,48.46695,2.080937
466.0487,49.08833,0.9776098
466.4934,49.08833,1.493668
465.8817,49.08833,1.540263
465.6698,49.70969,1.527076
467.5876,49.70969,0.8624417
468.0678,49.70969,0.785956
468.3509,49.08833,0.5512242
469.0576,48.46695,0.9943135
473.8627,49.08833,0.9600269
473.8515,49.08833,0.912553
472.8002,49.08833,0.2531939
473.7265,49.08833,0.5732028
473.8591,48.46695,0.6936458
474.1192,49.08833,0.8351882
474.8824,49.08833,0.8677166
475.4925,49.08833,0.8598043
476.1039,49.08833,0.8598043
475.5276,49.70969,1.000468
477.6506,50.33107,1.17278
478.462,50.33107,1.128823
478.774,50.33107,1.128823
479.4138,50.95244,1.149922
480.2285,50.95244,1.15256
479.7876,50.95244,0.5230916
478.1728,50.33107,0.4299021
477.9201,49.70969,0.5151793
477.0542,49.70969,0.5028712
475.919,49.70969,0.4975964
475.7044,49.08833,0.4615514
475.3199,48.46695,0.4562765
474.8275,48.46695,0.4624305
474.6549,47.84558,0.4606722
473.9659,47.84558,0.495838
473.601,47.84558,0.4114401
472.4045,47.22421,0.3938572
474.7478,46.60284,0.3938572
474.7792,46.60284,0.2637436
475.0366,45.3601,0.2391276
474.4158,44.73873,0.2233029
479.1644,44.11736,0.2241821
480.5906,42.87461,0.2215447
480.4382,40.38913,0.2048409
480.6861,36.03953,0.2039617
481.7712,33.55404,0.2030826
482.4495,31.68993,0.1986869
482.7493,31.06856,0.4035278
483.7138,31.06856,0.9907969
486.0097,32.3113,1.382896
486.2764,33.55404,1.593012
483.9273,34.79679,1.685322
485.1951,36.6609,1.675651
484.6592,37.90364,1.700267
483.4413,39.14639,1.709938
481.9923,41.0105,0.954752
481.6367,41.0105,1.219375
480.8113,41.63187,1.621144
482.3982,42.87461,1.219375
482.8282,43.49598,1.159593
481.5864,43.49598,1.194759
485.8423,44.11736,1.24487
486.4388,44.73873,1.524438
487.925,45.3601,1.3785
488.383,45.98147,1.321356
489.6109,46.60284,1.267728
489.4875,47.22421,0.8685957
488.9004,47.22421,0.3701203
489.1017,46.60284,0.465068
488.7094,46.60284,0.9020032
489.8682,46.60284,1.006622
490.2343,46.60284,0.399132
488.1958,47.22421,0.7569442
487.612,47.22421,0.8184844
487.608,47.22421,0.8325508
488.9641,47.22421,0.1828623
489.4309,46.60284,0.241765
489.3526,45.98147,0.2329735
490.0476,45.3601,0.229457
490.536,44.73873,0.2259404
493.8978,44.11736,0.2171489
492.2804,42.87461,0.2197864
491.4308,42.25324,0.2171489
492.2305,40.38913,0.2092366
491.5857,38.52501,0.1969286
493.1314,34.79679,0.5775986
493.3383,31.68993,0.5775986
493.74,27.9617,0.5855109
495.2549,22.99073,0.2373693
495.1221,18.64114,0.2540731
495.1525,16.15565,0.2725351
495.7761,12.42742,0.2971512
496.0076,8.699197,0.2452816
496.3434,4.349598,0.3507791
497.9716,2.485485,0.3182507
499.1466,0.6213712,0.2681394
499.1797,0,0.2373693
496.6968,2.485485,0.9371691
497.6896,5.592341,1.47169
499.5081,9.941939,1.563121
499.4194,13.67017,1.966648
499.9336,14.91291,2.393034
499.8055,21.12662,1.991264
500.4146,23.6121,2.065992
502.1441,25.47622,2.141598
501.2709,27.9617,2.334131
502.0674,31.06856,2.367539
501.866,32.93267,2.390397
502.2507,35.41816,1.313443
503.1312,36.03953,1.35828
503.5268,36.6609,1.734554
504.0501,37.90364,1.73895
503.8064,38.52501,0.9204653
503.9496,39.14639,1.088382
504.4318,39.76776,1.437403
504.3398,41.0105,1.535867
504.3549,41.63187,1.617628
504.9446,42.25324,0.3428667
505.2137,42.25324,0.5907857
505.0185,42.25324,0.7156244
505.8355,42.25324,0.8316716
504.433,42.25324,1.248387
503.9169,42.87461,1.801369
504.7231,44.73873,1.85236
504.8336,45.3601,0.8228801
505.785,44.73873,0.8290342
506.5836,44.73873,0.8668374
506.7302,45.3601,0.8835412
505.6893,45.3601,0.9204653
505.4416,45.98147,1.045304
506.2702,45.98147,1.217616
507.0406,46.60284,0.6118852
506.7896,46.60284,0.628589
507.3299,46.60284,0.6250724
505.8641,46.60284,1.119152
506.5606,47.22421,0.9477188
505.9256,47.22421,0.6699089
505.76,47.22421,0.2813266
506.0674,47.22421,0.8123304
505.4236,47.22421,0.8184844
504.6686,47.22421,0.6532051
503.6614,47.22421,0.3912197
503.6968,47.22421,0.3041843
503.6358,46.60284,0.2206655
503.3715,45.3601,0.290118
503.4974,44.73873,0.2909971
502.804,43.49598,0.2918763
501.8123,42.87461,0.2804474
502.7603,42.87461,0.6479302
502.0478,42.25324,0.6699089
501.72,42.25324,0.1503339
501.0732,41.63187,0.2162698
501.0264,41.0105,0.2101158
500.9661,40.38913,0.2022035
500.0892,39.76776,0.199566
500.122,39.14639,0.5371579
499.4218,39.14639,0.6505677
498.826,39.76776,0.7938684
499.5475,39.76776,0.7973849
499.5483,40.38913,0.4879257
500.7278,39.76776,0.4923215
499.8835,39.76776,0.4474851
498.961,39.76776,0.5072669
499.5231,39.76776,0.5099044
499.1414,39.76776,0.6057312
499.3687,39.76776,0.640897
499.3883,39.76776,0.8360673
498.0967,41.0105,1.149922
498.3675,41.0105,1.176297
499.7864,42.25324,1.186846
500.6445,42.87461,1.163989
499.1262,43.49598,1.289706
497.9312,43.49598,1.353005
496.9834,44.73873,1.392566
498.0064,45.3601,1.154318
498.4312,45.98147,1.128823
499.7578,45.98147,1.076074
499.1434,45.98147,1.037392
498.6548,46.60284,0.7235367
498.739,46.60284,0.241765
498.1434,45.98147,0.4888049
497.9277,45.98147,0.4694637
497.5216,45.3601,0.5714446
496.0941,45.98147,0.6558425
496.4555,45.98147,0.6523259
494.9335,45.98147,0.6602383
492.5193,45.3601,0.2646228
490.6814,45.3601,0.6197976
487.2961,45.3601,0.7815603
488.0205,45.3601,0.8334299
491.7235,45.3601,0.8668374
493.598,45.3601,0.7033164
494.8592,45.98147,1.151681
495.7326,45.98147,0.6233141
496.2138,45.98147,0.3850657
495.6608,45.3601,0.1969286
496.5146,44.73873,0.2312153
496.3252,43.49598,0.2171489
496.2935,42.87461,0.2189072
496.666,42.25324,0.2127532
495.6774,42.25324,0.2567105
494.2114,40.38913,0.2637436
492.9742,38.52501,0.2593479
492.5529,37.28227,0.2619854
492.5085,35.41816,0.2611062
489.7372,32.3113,0.2602271
487.5121,29.82582,0.2655019
489.4084,27.34033,0.2162698
489.679,23.6121,0.2039617
489.5052,19.88388,0.2039617
490.6898,14.29154,0.1969286
490.2465,12.42742,0.1986869
490.353,9.941939,0.2206655
491.5781,9.320568,0.2681394
491.9338,8.077826,0.2540731
493.0527,6.213712,0.2769308
488.751,4.349598,0.3358336
488.3057,1.864114,0.3226464
488.4667,1.242742,0.2989095
487.4907,0,0.2364901
487.0868,0,0.2312153
486.9805,0,0.2153906
486.944,1.242742,0.7657357
485.7073,4.349598,1.189484
487.1439,8.699197,1.468173
486.5734,13.04879,1.745104
486.6222,15.53428,1.906867
486.3429,19.26251,1.719609
486.9164,20.50525,1.777632
486.1883,23.6121,1.933241
486.091,26.09759,1.999177
488.7482,27.34033,2.061596
487.2364,29.20445,2.087091
488.0592,31.06856,2.151269
488.7236,32.93267,2.204897
488.8968,34.79679,2.235667
490.5128,35.41816,2.243579
492.2043,36.6609,1.634331
490.0382,37.90364,1.830381
491.9164,39.14639,1.834777
492.6006,40.38913,1.842689
492.4744,41.63187,1.864668
493.3755,42.87461,1.935878
493.8193,44.11736,0.7841977
494.4871,44.11736,0.773648
494.388,44.11736,0.954752
494.0229,44.73873,0.9600269
494.364,45.3601,0.9943135
494.3586,45.3601,1.012776
495.1697,45.98147,0.6329848
493.6351,45.98147,0.8307925
495.3287,46.60284,0.912553
496.1578,46.60284,0.9398065
498.9536,47.22421,0.2953929
497.7397,46.60284,0.199566
497.2695,45.98147,0.3147341
495.3838,45.98147,0.58639
497.7405,45.3601,0.9529937
498.8411,45.3601,0.2303361
500.0678,44.73873,0.4791343
501.5825,44.73873,0.7622191
501.1517,44.73873,0.7226576
501.3802,44.73873,0.7481528
501.2901,44.73873,0.3455042
502.1067,44.73873,0.8729914
502.825,44.73873,0.828155
504.4636,45.3601,0.8395839
505.7075,45.3601,0.9072781
505.7894,45.3601,0.8844203
507.2833,45.98147,0.9776098
507.034,45.98147,0.76134
508.088,45.98147,0.5890275
508.7425,45.98147,0.6848543
508.8454,45.98147,0.7296907
509.3983,45.98147,0.7912309
510.8685,46.60284,0.8211219
501.2817,46.60284,0.8624417
502.7627,47.22421,0.7718897
505.3052,47.22421,0.7332073
506.8966,47.22421,0.76134
508.0911,47.22421,0.7692523
510.3034,47.22421,0.7762855
510.8028,47.22421,0.7771646
512.0021,47.22421,0.4202316
512.3057,46.60284,0.3973738
511.4017,46.60284,0.4949589
511.2319,45.98147,0.6426553
511.2958,45.98147,0.6312265
512.934,45.98147,0.6382596
514.9824,45.98147,0.7806812
515.576,45.98147,0.7850769
515.8091,45.98147,0.6945249
515.6023,45.98147,0.7200201
515.3826,46.60284,0.7103496
513.7604,46.60284,0.7015581
514.6177,46.60284,0.7991433
512.762,46.60284,0.8879369
513.3485,47.22421,0.8993658
512.403,47.22421,0.6004564
511.1184,47.22421,0.4378144
509.8909,47.22421,0.4369353
508.7641,47.22421,0.6532051
508.2216,46.60284,0.6356222
508.0504,46.60284,0.6312265
506.8932,45.98147,0.4061652
507.4351,45.98147,0.38067
509.1708,45.3601,0.374516
521.9651,44.73873,0.3674828
523.5243,44.11736,0.1881371
521.4181,44.11736,0.2224238
522.9268,42.87461,0.2180281
521.2501,42.25324,0.7516694
523.1302,42.87461,0.9318942
522.6053,42.87461,0.326163
524.5696,42.87461,0.5652906
525.9609,42.25324,0.9916761
524.5627,42.87461,1.272123
523.9912,43.49598,1.341576
521.351,44.73873,1.336301
521.468,44.73873,1.343334
516.9762,45.98147,1.321356
516.3751,45.98147,0.9406856
515.8222,46.60284,0.9134321
512.1064,46.60284,0.8976075
516.3304,47.22421,0.9213445
515.0624,47.22421,0.489684
513.1427,47.22421,0.6505677
513.6369,46.60284,0.5652906
513.0572,47.22421,0.5890275
515.5446,46.60284,0.5907857
515.8823,46.60284,0.2189072
511.3967,45.98147,0.1969286
510.7029,45.3601,0.2312153
509.1838,44.73873,0.2233029
507.2648,44.11736,0.392978
508.3207,44.11736,0.6338639
506.3749,44.11736,0.8184844
506.1393,44.11736,0.8369465
505.1168,44.11736,0.8659583
507.6994,44.11736,0.8009015
506.8593,44.73873,0.3683619
505.1537,43.49598,0.519575
506.0688,43.49598,0.5116627
506.8948,43.49598,0.3595705
505.749,42.87461,0.1837414
507.1988,42.25324,0.8316716
509.3827,42.25324,0.9283776
511.6829,42.25324,1.067283
511.0461,42.87461,1.136735
508.5782,43.49598,1.168384
511.0862,44.11736,0.9503562
510.7201,44.11736,0.8729914
514.5951,44.11736,0.9582686
517.2601,44.73873,0.6110061
520.1481,44.73873,0.8413422
518.0634,45.3601,0.8642
522.1309,45.98147,0.9055198
527.2563,45.98147,0.8624417
535.5539,46.60284,0.8756289
530.98,46.60284,0.8949701
528.6043,46.60284,0.7499111
514.7366,47.22421,0.7428779
517.9402,47.22421,0.6672714
522.8278,47.22421,0.7094704
520.1215,47.22421,0.9925553
516.9828,47.84558,1.062887
485.9372,47.84558,0.6057312
486.0221,47.22421,0.6989207
484.4844,47.22421,0.9661809
488.1063,47.84558,1.107723
490.2018,47.84558,1.113877
490.9906,48.46695,1.404874
491.9974,48.46695,0.5151793
491.7511,48.46695,0.9415648
493.3285,48.46695,0.9951927
492.1352,48.46695,0.561774
491.3068,48.46695,0.7824395
481.0684,48.46695,0.7710106
482.7723,48.46695,0.7472737
486.9534,48.46695,0.6241933
485.0761,48.46695,0.6382596
487.3549,47.84558,0.6795794
489.6672,47.84558,0.924861
487.568,47.84558,0.9582686
488.5229,48.46695,0.9529937
493.3849,48.46695,0.8756289
492.2317,48.46695,0.8782663
492.461,48.46695,0.8861786
490.7291,49.08833,0.9028824
491.7191,49.08833,0.9090364
488.9445,49.08833,0.894091
489.0326,49.08833,0.9327734
491.0579,49.08833,1.140252
491.5589,49.08833,1.204429
491.4516,49.70969,1.220254
490.6738,49.70969,1.202671
492.0916,50.33107,1.182451
492.5974,50.33107,0.8017807
491.6995,50.33107,1.529713
487.6229,50.95244,0.8870578
481.4507,50.95244,0.2989095
478.6604,49.70969,0.2725351
481.7889,49.08833,0.2681394
482.8898,48.46695,0.2540731
484.9562,47.84558,0.2487982
484.2953,47.22421,0.2461607
484.0236,45.98147,0.2391276
483.3836,45.3601,0.2268195
487.7608,44.73873,0.2215447
487.1677,43.49598,0.2197864
482.8183,42.87461,0.2136323
490.3925,41.63187,0.2109949
488.9196,41.0105,0.2039617
491.7515,39.14639,0.2004452
494.7721,36.6609,0.1978077
493.29,32.3113,0.2013243
494.7056,30.44719,0.2004452
495.8089,27.9617,0.2013243
496.873,24.85485,0.2013243
493.8191,21.12662,0.2022035
491.019,19.26251,0.2769308
491.648,16.15565,0.2584688
492.1931,13.67017,0.2813266
498.3425,11.80605,0.3639662
496.664,6.835083,0.3217672
492.162,3.106856,0.3797908
489.8552,0.6213712,0.3393502
490.0424,0.6213712,0.3191298
491.4115,0,0.2268195
489.534,0,0.2250612
488.9181,0,0.2250612
489.8476,0,0.2197864
490.4561,0,0.2197864
489.8198,0,0.2180281
490.5148,0,0.2153906
489.3085,0,0.2127532
487.9254,0,0.2136323
487.7492,0,0.2109949
487.5231,0,0.2109949
487.3858,0,0.2101158
487.4767,0,0.2127532
487.5031,0,0.2092366
487.5233,0,0.2083575
487.5349,0,0.20572
487.5374,0,0.2074783
487.5548,0,0.2074783
487.547,0,0.2074783
487.56,0,0.2364901
487.5672,0,0.2426441
487.577,0,0.2514356
487.5812,0,0.2593479
487.5992,0,0.2593479
487.7132,1.242742,0.2804474
487.6289,1.242742,0.2918763
493.9212,4.349598,1.174538
492.8132,8.077826,1.542021
495.7931,12.42742,1.927966
500.9456,16.15565,1.860272
505.3545,18.64114,1.857634
504.959,21.74799,2.151269
507.1713,23.6121,2.270833
504.0537,26.71896,2.322702
504.7395,29.20445,2.373693
503.8278,32.3113,2.432595
503.5493,34.17542,2.443145
499.086,36.03953,2.422046
499.8892,37.90364,1.171022
499.1234,38.52501,1.105086
497.8535,38.52501,1.076953
495.3966,39.14639,1.158714
494.2865,39.76776,1.2141
497.3717,41.0105,1.24487
497.0132,41.63187,1.233441
499.2972,41.63187,1.313443
500.3531,42.87461,0.8079347
501.5166,42.25324,0.241765
504.7071,42.25324,1.209704
506.4855,42.87461,1.130581
505.7732,43.49598,1.240474
505.4116,44.11736,1.390808
506.6179,44.73873,1.013655
511.6524,44.73873,1.412787
512.0924,45.3601,1.464656
511.6082,45.98147,1.415424
512.606,46.60284,1.192121
509.1205,47.22421,0.6496885
509.9778,46.60284,0.8316716
511.122,47.84558,1.299377
509.5617,47.84558,0.9907969
509.8306,47.84558,0.4967172
513.075,47.84558,0.458914
512.8333,46.60284,0.2444024
515.0574,46.60284,0.2435233
507.8842,45.98147,0.5301247
506.0832,45.98147,0.5345204
506.2426,45.3601,0.1767082
507.8826,44.73873,0.2303361
512.0027,44.11736,0.229457
508.9061,42.87461,0.2171489
510.0817,42.25324,0.2145115
509.0851,41.63187,0.2092366
512.6989,41.0105,0.2048409
513.568,39.14639,0.2681394
513.4819,37.90364,0.2681394
513.431,36.03953,0.2698977
512.0497,33.55404,0.2690185
514.5795,28.58307,0.2707768
514.9331,27.9617,0.2769308
516.4449,24.85485,0.2786891
518.3755,24.23348,0.2013243
518.9653,21.12662,0.2022035
520.8658,18.64114,0.1916537
523.622,15.53428,0.2013243
523.2439,13.04879,0.199566
524.9294,9.941939,0.2312153
525.8734,5.592341,0.2989095
526.7554,4.97097,0.3217672
531.2454,5.592341,0.9371691
533.5718,6.835083,1.401358
534.658,12.42742,1.847964
530.3899,14.91291,1.678289
529.1007,18.01976,1.96489
527.54,21.12662,2.180281
523.9804,25.47622,2.070388
522.1686,27.34033,1.83126
520.6984,29.20445,1.597407
519.0776,30.44719,1.618507
519.1817,33.55404,1.646639
518.5504,34.79679,1.738071
518.9306,36.03953,1.863788
519.6835,37.28227,1.877855
522.667,39.14639,1.822469
524.4326,40.38913,1.850601
524.1807,41.63187,1.879613
525.6581,42.25324,1.87258
527.2402,43.49598,1.683564
531.3923,45.3601,1.315202
531.2081,45.3601,1.369709
531.8061,45.98147,1.3785
530.6641,45.98147,0.9688183
530.2766,46.60284,1.106844
532.6879,46.60284,1.138493
533.2214,47.84558,1.185088
536.0905,47.84558,0.2936346
537.4492,47.22421,0.5661697
537.916,47.22421,0.1731917
537.941,45.98147,0.2400067
536.1837,45.3601,0.2312153
536.475,44.73873,0.2575896
536.1636,44.11736,0.4984755
533.5586,44.11736,0.7235367
533.5887,44.11736,0.1433007
534.5951,44.11736,0.1951703
536.179,42.87461,0.2180281
536.0805,42.25324,0.2153906
537.9656,41.63187,0.2030826
532.3976,41.0105,0.187258
532.5902,39.76776,0.2611062
533.1321,39.14639,0.3226464
534.4919,38.52501,0.6417762
535.0899,38.52501,0.6540842
536.2103,37.90364,0.2162698
535.1458,37.90364,0.2400067
534.7501,37.28227,0.2637436
533.8686,36.03953,0.2074783
533.4683,33.55404,0.1986869
534.4012,31.06856,0.199566
533.5412,26.09759,0.2030826
532.7372,22.36936,0.2039617
532.5169,18.64114,0.2022035
533.0448,14.91291,0.1969286
531.3299,9.320568,0.2391276
531.0359,4.97097,0.3217672
531.089,1.242742,0.2989095
531.5335,0,0.2382484
530.2792,0,0.2391276
530.1034,0.6213712,0.4975964
528.1271,3.106856,0.6127644
527.9583,4.97097,0.6892501
527.2621,5.592341,0.8395839
528.1422,10.56331,1.441799
527.7893,13.04879,1.822469
528.9902,16.77702,1.710817
530.2535,19.26251,1.853239
529.335,22.99073,2.207534
530.2534,25.47622,2.243579
529.8533,27.34033,2.21193
529.2435,29.20445,2.159181
529.9582,31.68993,1.60532
529.4874,32.93267,1.422457
530.075,34.17542,1.41982
530.0831,34.17542,1.395204
532.2728,36.03953,2.123136
531.7203,38.52501,1.965769
533.1894,39.76776,2.018518
536.1921,40.38913,1.174538
537.8972,41.63187,1.590374
539.7923,42.87461,1.696751
540.7413,43.49598,1.729279
539.1271,44.73873,1.840931
540.1882,45.3601,1.491031
540.2625,45.98147,0.9934344
542.9812,45.98147,1.264211
551.1471,45.98147,0.4791343
552.9091,45.98147,0.5485868
555.5176,45.98147,0.7305699
556.5333,46.60284,0.7296907
556.7748,46.60284,0.8176053
555.0052,47.22421,0.8501337
554.9273,47.84558,0.9617851
555.7629,47.84558,0.973214
554.8802,47.84558,1.003984
554.991,48.46695,1.160472
553.9838,49.08833,1.478723
553.7875,49.70969,1.546417
553.7028,49.08833,0.3850657
554.7551,49.08833,0.8255176
553.2313,49.70969,1.119152
552.2506,49.70969,0.7244159
550.8964,49.08833,0.6154018
550.3231,49.70969,0.8184844
550.5596,49.70969,0.8351882
550.4568,49.70969,0.2180281
549.0803,48.46695,0.2646228
551.8153,48.46695,0.4044069
551.3583,47.84558,0.4764968
551.0171,47.22421,0.5811152
551.2516,47.22421,0.8114513
550.7397,47.84558,0.8263968
550.2916,47.84558,0.7094704
549.7149,47.22421,0.5107835
548.9788,47.22421,0.4975964
552.4935,46.60284,0.5143001
552.8353,46.60284,0.6479302
552.9149,47.22421,0.6699089
554.4448,46.60284,0.6830961
556.17,46.60284,0.6734254
555.5052,46.60284,0.4211107
555.0406,45.98147,0.531883
555.58,45.98147,0.4615514
558.5273,45.98147,0.3789117
558.7721,45.3601,0.3956155
558.9172,45.3601,0.4193524
558.2865,44.73873,0.5081461
557.5352,44.73873,0.5960606
562.0773,44.11736,0.6013355
562.3406,44.11736,0.8299133
562.1779,44.11736,0.8184844
562.3384,44.73873,0.8255176
564.9393,44.73873,0.7516694
558.6011,45.3601,0.6549634
566.4714,45.3601,0.561774
568.6602,45.3601,0.3156132
563.1943,45.3601,0.4422102
560.4523,44.73873,0.9222236
560.0016,45.3601,0.9327734
559.5486,45.3601,0.3349544
559.2609,45.3601,0.3964946
557.0443,44.73873,0.4448476
556.0007,44.73873,0.4580348
553.2533,44.73873,0.4299021
553.4854,44.73873,0.4026486
554.5233,44.11736,0.1828623
555.8359,43.49598,0.2189072
554.7239,42.87461,0.2804474
553.6113,42.87461,0.2681394
550.7382,41.0105,0.2646228
549.801,40.38913,0.2663811
549.7714,39.76776,0.2681394
546.7552,38.52501,0.2628645
546.0584,36.03953,0.2646228
544.8968,34.79679,0.2707768
545.0278,32.3113,0.1978077
540.1207,31.06856,0.1986869
540.3009,29.82582,0.2004452
539.3093,27.34033,0.2004452
540.2372,26.09759,0.2030826
544.3263,23.6121,0.199566
544.0113,19.26251,0.2030826
545.1074,14.91291,0.199566
545.7452,9.941939,0.2030826
544.0832,7.456454,0.2593479
543.6691,4.349598,0.3507791
542.7299,1.242742,0.2971512
542.5869,1.242742,0.2769308
543.3042,0,0.2593479
542.8549,0,0.2312153
542.4462,0,0.2215447
541.9301,0,0.2215447
543.9498,0,0.2215447
535.8484,0,0.2197864
535.2813,0,0.2593479
536.2203,0,0.2558313
536.4966,0,0.2549522
536.7137,0,0.2540731
537.8679,0,0.2540731
537.1132,0,0.2531939
538.228,0,0.2540731
538.2198,0,0.2514356
537.9412,0,0.2540731
537.3795,0,0.2558313
535.4512,0,0.2558313
534.5659,0,0.2531939
534.4703,1.242742,0.2250612
534.3454,2.485485,0.6197976
534.6822,4.97097,0.9178279
533.7495,8.077826,1.472569
534.012,12.42742,1.88313
533.9419,16.77702,1.840052
535.8292,19.26251,1.777632
538.0563,19.88388,1.974561
538.7466,24.23348,2.39743
539.1085,25.47622,2.287537
540.5696,29.20445,2.425562
542.5413,30.44719,2.347318
542.4127,33.55404,1.967528
537.3809,35.41816,1.636969
536.0159,36.6609,1.628177
541.9413,37.28227,0.9151905
538.3499,36.6609,1.396962
538.7534,37.90364,2.166214
540.2092,39.14639,0.7244159
537.5828,39.14639,0.6294681
537.7536,39.14639,0.6514468
538.5121,38.52501,0.58639
539.0295,39.14639,0.3507791
538.5336,38.52501,0.1749499
538.218,37.90364,0.2145115
537.2043,37.90364,0.4105609
537.4857,37.28227,0.8606834
537.2512,37.90364,0.8817829
536.2239,38.52501,0.918707
535.2443,38.52501,0.9116738
536.2802,38.52501,0.1538505
536.0345,38.52501,0.2039617
536.1707,37.28227,0.1986869
536.3508,36.6609,0.193412
531.9614,35.41816,0.1907746
529.3222,35.41816,1.250145
529.4852,36.03953,1.521801
521.3031,37.90364,1.947307
522.0769,39.14639,2.231271
523.3611,39.76776,0.3288004
519.8455,39.76776,0.3850657
521.9714,39.14639,0.6558425
522.2932,39.76776,0.834309
523.2139,39.76776,0.4000112
523.3514,39.76776,0.2162698
522.6234,39.76776,0.5644114
523.7505,38.52501,0.2549522
522.3896,37.28227,0.3129758
521.0106,37.28227,0.8712332
521.4375,37.28227,0.1898954
520.8207,36.6609,0.1960494
520.754,36.03953,0.2004452
520.8214,35.41816,0.199566
520.8409,34.17542,0.1986869
520.1333,32.93267,0.1969286
520.4861,31.06856,0.1986869
519.8305,29.20445,0.199566
519.4324,26.09759,0.20572
519.8297,21.12662,0.2074783
520.061,19.26251,0.1986869
521.1832,15.53428,0.1986869
521.538,11.18468,0.2022035
521.7851,8.699197,0.2690185
520.6727,6.835083,0.2602271
520.6711,3.106856,0.3367127
518.1,1.242742,0.283964
513.6971,0,0.2523147
514.0302,0,0.2505565
514.2776,0,0.2444024
515.1984,0,0.2285778
517.4534,0,0.2189072
518.3058,0,0.2180281
529.3875,0,0.2487982
526.8782,0,0.2523147
525.0518,0.6213712,0.2611062
523.9716,1.242742,0.2848431
524.7694,1.864114,0.2936346
519.7628,2.485485,0.3296795
520.2698,4.97097,0.9565103
520.3988,7.456454,1.260695
519.2758,11.80605,1.886646
518.909,16.15565,1.776753
516.7113,17.39839,1.629936
511.5972,20.50525,1.723125
511.5407,23.6121,1.832139
512.8882,25.47622,1.778511
513.0963,28.58307,1.93412
514.9561,29.20445,1.897196
514.877,31.68993,1.555208
514.4183,32.93267,1.249266
511.4602,33.55404,0.773648
511.614,34.17542,0.7587025
509.0841,34.79679,0.7692523
512.2806,34.79679,0.3920989
514.1835,35.41816,0.5459493
512.1028,35.41816,0.5186958
527.1956,35.41816,0.4870466
523.4338,35.41816,0.5819943
521.4429,35.41816,0.634743
519.2095,36.03953,0.6699089
516.9968,36.6609,0.6558425
513.6325,36.6609,0.622435
505.9642,36.6609,0.5292456
504.4678,36.6609,0.5468285
504.2371,36.6609,0.5477076
500.6471,36.6609,0.5582574
500.7492,36.6609,0.567928
498.7361,36.6609,0.5459493
497.5204,36.6609,0.5424328
498.1562,36.6609,0.5512242
495.1551,36.6609,0.4545182
496.8198,36.6609,0.4553974
496.4954,36.6609,0.2215447
494.9429,36.03953,0.1881371
494.2925,35.41816,0.2022035
494.6403,34.79679,0.2022035
496.2927,34.17542,0.399132
495.8834,34.17542,0.6215559
497.1508,34.17542,0.7332073
495.6337,34.79679,0.725295
496.8863,34.79679,0.6250724
495.0364,35.41816,0.5986981
493.0421,35.41816,0.320009
493.9903,34.79679,0.1837414
495.6161,34.17542,0.1969286
495.3253,33.55404,0.2004452
496.4858,32.3113,0.199566
497.6086,31.68993,0.1986869
497.6718,31.06856,0.1978077
497.817,30.44719,0.199566
496.4698,28.58307,0.1969286
498.9969,23.6121,0.2646228
500.2124,19.26251,0.2646228
498.1797,16.77702,0.2637436
500.1431,14.29154,0.2628645
501.8558,11.18468,0.3709994
502.027,9.941939,0.3437459
501.1419,8.699197,0.3252838
501.5822,5.592341,0.2892389
500.8407,3.106856,0.3173715
499.1587,0.6213712,0.2567105
496.8354,0,0.247919
497.0833,0,0.2268195
498.0473,0,0.2250612
499.4871,0,0.2233029
499.8237,0,0.2233029
498.9979,0,0.2162698
498.802,0,0.2153906
498.5019,0,0.2127532
498.0473,0,0.2153906
497.5445,0,0.2153906
497.1634,0,0.2074783
497.6338,0,0.2065992
498.1839,0,0.20572
